VIDEO,DESCRIPTION1,DESCRIPTION2,DESCRIPTION3
https://s3.amazonaws.com/voxsim-videos/video/spin_the_bowl/spin_the_bowl-2017-03-17-011937.mp4,turn the bowl,spin the bowl,move the bowl
https://s3.amazonaws.com/voxsim-videos/video/spin_the_bowl/spin_the_bowl-2017-03-17-011943.mp4,spin the bowl,turn the bowl,move the bowl
https://s3.amazonaws.com/voxsim-videos/video/spin_the_knife/spin_the_knife-2017-03-17-011950.mp4,spin the knife,move the knife,turn the knife
https://s3.amazonaws.com/voxsim-videos/video/spin_the_knife/spin_the_knife-2017-03-17-011954.mp4,turn the knife,move the knife,spin the knife
https://s3.amazonaws.com/voxsim-videos/video/spin_the_knife/spin_the_knife-2017-03-17-012001.mp4,move the knife,turn the knife,spin the knife
https://s3.amazonaws.com/voxsim-videos/video/spin_the_pencil/spin_the_pencil-2017-03-17-012008.mp4,spin the pencil,move the pencil,turn the pencil
https://s3.amazonaws.com/voxsim-videos/video/spin_the_pencil/spin_the_pencil-2017-03-17-012015.mp4,spin the pencil,move the pencil,turn the pencil
https://s3.amazonaws.com/voxsim-videos/video/spin_the_pencil/spin_the_pencil-2017-03-17-012022.mp4,roll the pencil,spin the pencil,move the pencil
https://s3.amazonaws.com/voxsim-videos/video/spin_the_paper_sheet/spin_the_paper_sheet-2017-03-17-012028.mp4,move the paper sheet,turn the paper sheet,spin the paper sheet
https://s3.amazonaws.com/voxsim-videos/video/spin_the_paper_sheet/spin_the_paper_sheet-2017-03-17-012038.mp4,turn the paper sheet,spin the paper sheet,move the paper sheet
https://s3.amazonaws.com/voxsim-videos/video/spin_the_paper_sheet/spin_the_paper_sheet-2017-03-17-012046.mp4,roll the paper sheet,spin the paper sheet,turn the paper sheet
https://s3.amazonaws.com/voxsim-videos/video/flip_the_block_on_edge/flip_the_block_on_edge-2017-03-17-012328.mp4,move the block,turn the block,flip the block on edge
https://s3.amazonaws.com/voxsim-videos/video/flip_the_block_on_edge/flip_the_block_on_edge-2017-03-17-012335.mp4,flip the block on edge,turn the block,move the block
https://s3.amazonaws.com/voxsim-videos/video/flip_the_block_on_edge/flip_the_block_on_edge-2017-03-17-012341.mp4,move the block,turn the block,flip the block on edge
https://s3.amazonaws.com/voxsim-videos/video/flip_the_book_on_edge/flip_the_book_on_edge-2017-03-17-012347.mp4,flip the book on edge,turn the book,move the book
https://s3.amazonaws.com/voxsim-videos/video/flip_the_book_on_edge/flip_the_book_on_edge-2017-03-17-012740.mp4,move the book,turn the book,flip the book on edge
https://s3.amazonaws.com/voxsim-videos/video/flip_the_book_on_edge/flip_the_book_on_edge-2017-03-17-012752.mp4,turn the book,move the book,flip the book on edge
https://s3.amazonaws.com/voxsim-videos/video/flip_the_blackboard_on_edge/flip_the_blackboard_on_edge-2017-03-17-012954.mp4,turn the blackboard,move the blackboard,flip the blackboard on edge
https://s3.amazonaws.com/voxsim-videos/video/flip_the_blackboard_on_edge/flip_the_blackboard_on_edge-2017-03-17-013022.mp4,move the blackboard,flip the blackboard on edge,turn the blackboard
https://s3.amazonaws.com/voxsim-videos/video/flip_the_blackboard_on_edge/flip_the_blackboard_on_edge-2017-03-17-013028.mp4,flip the blackboard on edge,move the blackboard,turn the blackboard
https://s3.amazonaws.com/voxsim-videos/video/flip_the_plate_at_center/flip_the_plate_at_center-2017-03-17-090836.mp4,move the plate,flip the plate at center,turn the plate
https://s3.amazonaws.com/voxsim-videos/video/flip_the_plate_at_center/flip_the_plate_at_center-2017-03-17-090844.mp4,flip the plate at center,move the plate,turn the plate
https://s3.amazonaws.com/voxsim-videos/video/flip_the_plate_at_center/flip_the_plate_at_center-2017-03-17-090850.mp4,move the plate,flip the plate at center,turn the plate
https://s3.amazonaws.com/voxsim-videos/video/flip_the_cup_at_center/flip_the_cup_at_center-2017-03-17-090857.mp4,move the cup,flip the cup at center,turn the cup
https://s3.amazonaws.com/voxsim-videos/video/flip_the_cup_at_center/flip_the_cup_at_center-2017-03-17-090903.mp4,turn the cup,flip the cup at center,move the cup
https://s3.amazonaws.com/voxsim-videos/video/flip_the_cup_at_center/flip_the_cup_at_center-2017-03-17-090909.mp4,turn the cup,flip the cup at center,move the cup
https://s3.amazonaws.com/voxsim-videos/video/flip_the_disc_at_center/flip_the_disc_at_center-2017-03-17-090916.mp4,turn the disc,move the disc,flip the disc at center
https://s3.amazonaws.com/voxsim-videos/video/flip_the_disc_at_center/flip_the_disc_at_center-2017-03-17-090922.mp4,flip the disc at center,move the disc,turn the disc
https://s3.amazonaws.com/voxsim-videos/video/flip_the_disc_at_center/flip_the_disc_at_center-2017-03-17-090929.mp4,move the disc,turn the disc,flip the disc at center
https://s3.amazonaws.com/voxsim-videos/video/flip_the_book_at_center/flip_the_book_at_center-2017-03-17-090935.mp4,move the book,turn the book,flip the book at center
https://s3.amazonaws.com/voxsim-videos/video/flip_the_book_at_center/flip_the_book_at_center-2017-03-17-090941.mp4,flip the book at center,turn the book,move the book
https://s3.amazonaws.com/voxsim-videos/video/flip_the_book_at_center/flip_the_book_at_center-2017-03-17-090948.mp4,move the book,turn the book,flip the book at center
https://s3.amazonaws.com/voxsim-videos/video/flip_the_bottle_at_center/flip_the_bottle_at_center-2017-03-17-092501.mp4,flip the bottle at center,move the bottle,turn the bottle
https://s3.amazonaws.com/voxsim-videos/video/flip_the_bottle_at_center/flip_the_bottle_at_center-2017-03-17-092508.mp4,flip the bottle at center,move the bottle,turn the bottle
https://s3.amazonaws.com/voxsim-videos/video/flip_the_bottle_at_center/flip_the_bottle_at_center-2017-03-17-092514.mp4,turn the bottle,move the bottle,flip the bottle at center
https://s3.amazonaws.com/voxsim-videos/video/flip_the_grape_at_center/flip_the_grape_at_center-2017-03-17-092521.mp4,turn the grape,move the grape,flip the grape at center
https://s3.amazonaws.com/voxsim-videos/video/flip_the_grape_at_center/flip_the_grape_at_center-2017-03-17-092530.mp4,move the grape,turn the grape,flip the grape at center
https://s3.amazonaws.com/voxsim-videos/video/flip_the_grape_at_center/flip_the_grape_at_center-2017-03-17-092537.mp4,flip the grape at center,turn the grape,move the grape
https://s3.amazonaws.com/voxsim-videos/video/flip_the_apple_at_center/flip_the_apple_at_center-2017-03-17-092543.mp4,flip the apple at center,turn the apple,move the apple
https://s3.amazonaws.com/voxsim-videos/video/flip_the_apple_at_center/flip_the_apple_at_center-2017-03-17-092549.mp4,move the apple,turn the apple,flip the apple at center
https://s3.amazonaws.com/voxsim-videos/video/flip_the_apple_at_center/flip_the_apple_at_center-2017-03-17-092555.mp4,move the apple,flip the apple at center,turn the apple
https://s3.amazonaws.com/voxsim-videos/video/flip_the_banana_at_center/flip_the_banana_at_center-2017-03-17-092601.mp4,flip the banana at center,move the banana,turn the banana
https://s3.amazonaws.com/voxsim-videos/video/flip_the_banana_at_center/flip_the_banana_at_center-2017-03-17-092609.mp4,move the banana,flip the banana at center,turn the banana
https://s3.amazonaws.com/voxsim-videos/video/flip_the_banana_at_center/flip_the_banana_at_center-2017-03-17-092615.mp4,turn the banana,flip the banana at center,move the banana
https://s3.amazonaws.com/voxsim-videos/video/flip_the_bowl_at_center/flip_the_bowl_at_center-2017-03-17-092622.mp4,turn the bowl,move the bowl,flip the bowl at center
https://s3.amazonaws.com/voxsim-videos/video/flip_the_bowl_at_center/flip_the_bowl_at_center-2017-03-17-092638.mp4,move the bowl,flip the bowl at center,turn the bowl
https://s3.amazonaws.com/voxsim-videos/video/flip_the_bowl_at_center/flip_the_bowl_at_center-2017-03-17-092644.mp4,flip the bowl at center,move the bowl,turn the bowl
https://s3.amazonaws.com/voxsim-videos/video/flip_the_knife_at_center/flip_the_knife_at_center-2017-03-17-092650.mp4,turn the knife,flip the knife at center,move the knife
https://s3.amazonaws.com/voxsim-videos/video/flip_the_knife_at_center/flip_the_knife_at_center-2017-03-17-092657.mp4,turn the knife,flip the knife at center,move the knife
https://s3.amazonaws.com/voxsim-videos/video/flip_the_knife_at_center/flip_the_knife_at_center-2017-03-17-092703.mp4,move the knife,turn the knife,flip the knife at center
https://s3.amazonaws.com/voxsim-videos/video/flip_the_pencil_at_center/flip_the_pencil_at_center-2017-03-17-092709.mp4,turn the pencil,flip the pencil at center,move the pencil
https://s3.amazonaws.com/voxsim-videos/video/flip_the_pencil_at_center/flip_the_pencil_at_center-2017-03-17-092715.mp4,turn the pencil,move the pencil,flip the pencil at center
https://s3.amazonaws.com/voxsim-videos/video/flip_the_pencil_at_center/flip_the_pencil_at_center-2017-03-17-092722.mp4,move the pencil,flip the pencil at center,turn the pencil
https://s3.amazonaws.com/voxsim-videos/video/flip_the_paper_sheet_at_center/flip_the_paper_sheet_at_center-2017-03-17-092728.mp4,flip the paper sheet at center,move the paper sheet,turn the paper sheet
https://s3.amazonaws.com/voxsim-videos/video/flip_the_paper_sheet_at_center/flip_the_paper_sheet_at_center-2017-03-17-092735.mp4,turn the paper sheet,flip the paper sheet at center,move the paper sheet
https://s3.amazonaws.com/voxsim-videos/video/flip_the_paper_sheet_at_center/flip_the_paper_sheet_at_center-2017-03-17-092741.mp4,move the paper sheet,flip the paper sheet at center,turn the paper sheet
https://s3.amazonaws.com/voxsim-videos/video/slide_the_block/slide_the_block-2017-03-17-094216.mp4,lean the block against the book,slide the block,move the block
https://s3.amazonaws.com/voxsim-videos/video/slide_the_block/slide_the_block-2017-03-17-094227.mp4,move the block,stack the block and the banana,slide the block
https://s3.amazonaws.com/voxsim-videos/video/slide_the_block/slide_the_block-2017-03-17-094233.mp4,slide the block,put the block on the blackboard,move the block
https://s3.amazonaws.com/voxsim-videos/video/slide_the_ball/slide_the_ball-2017-03-17-094239.mp4,move the ball,lift the ball,slide the ball
https://s3.amazonaws.com/voxsim-videos/video/slide_the_ball/slide_the_ball-2017-03-17-094246.mp4,slide the ball,move the ball,put the ball near the plate
https://s3.amazonaws.com/voxsim-videos/video/slide_the_ball/slide_the_ball-2017-03-17-094252.mp4,slide the ball,put the ball touching the apple,move the ball
https://s3.amazonaws.com/voxsim-videos/video/slide_the_plate/slide_the_plate-2017-03-17-094315.mp4,slide the plate,move the plate,lean the plate on the bottle
https://s3.amazonaws.com/voxsim-videos/video/slide_the_plate/slide_the_plate-2017-03-17-094322.mp4,lean the plate against the knife,slide the plate,move the plate
https://s3.amazonaws.com/voxsim-videos/video/slide_the_plate/slide_the_plate-2017-03-17-094328.mp4,move the plate,slide the plate,put the plate touching the knife
https://s3.amazonaws.com/voxsim-videos/video/slide_the_cup/slide_the_cup-2017-03-17-094334.mp4,put the cup on the knife,move the cup,slide the cup
https://s3.amazonaws.com/voxsim-videos/video/slide_the_cup/slide_the_cup-2017-03-17-094341.mp4,put the cup near the disc,slide the cup,move the cup
https://s3.amazonaws.com/voxsim-videos/video/slide_the_cup/slide_the_cup-2017-03-17-094347.mp4,put the cup on the paper sheet,slide the cup,move the cup
https://s3.amazonaws.com/voxsim-videos/video/slide_the_disc/slide_the_disc-2017-03-17-094353.mp4,lean the disc against the pencil,move the disc,slide the disc
https://s3.amazonaws.com/voxsim-videos/video/slide_the_disc/slide_the_disc-2017-03-17-094359.mp4,move the disc,slide the disc,put the disc on the paper sheet
https://s3.amazonaws.com/voxsim-videos/video/slide_the_disc/slide_the_disc-2017-03-17-094407.mp4,slide the disc,stack the disc and the pencil,move the disc
https://s3.amazonaws.com/voxsim-videos/video/slide_the_book/slide_the_book-2017-03-17-094413.mp4,slide the book,lean the book against the disc,move the book
https://s3.amazonaws.com/voxsim-videos/video/slide_the_book/slide_the_book-2017-03-17-094420.mp4,slide the book,move the book,flip the book edge book
https://s3.amazonaws.com/voxsim-videos/video/slide_the_book/slide_the_book-2017-03-17-094426.mp4,move the book,slide the book,put the book near the block
https://s3.amazonaws.com/voxsim-videos/video/slide_the_blackboard/slide_the_blackboard-2017-03-17-094432.mp4,put the blackboard near the banana,move the blackboard,slide the blackboard
https://s3.amazonaws.com/voxsim-videos/video/slide_the_blackboard/slide_the_blackboard-2017-03-17-094438.mp4,slide the blackboard,stack the blackboard and the block,move the blackboard
https://s3.amazonaws.com/voxsim-videos/video/slide_the_blackboard/slide_the_blackboard-2017-03-17-094443.mp4,stack the blackboard and the block,move the blackboard,slide the blackboard
https://s3.amazonaws.com/voxsim-videos/video/slide_the_bottle/slide_the_bottle-2017-03-17-094449.mp4,slide the bottle,put the bottle near the ball,move the bottle
https://s3.amazonaws.com/voxsim-videos/video/slide_the_bottle/slide_the_bottle-2017-03-17-094456.mp4,slide the bottle,move the bottle,lean the bottle on the book
https://s3.amazonaws.com/voxsim-videos/video/slide_the_bottle/slide_the_bottle-2017-03-17-094502.mp4,slide the bottle,move the bottle,lean the bottle on the plate
https://s3.amazonaws.com/voxsim-videos/video/slide_the_grape/slide_the_grape-2017-03-17-094508.mp4,move the grape,put the grape in the plate,slide the grape
https://s3.amazonaws.com/voxsim-videos/video/slide_the_grape/slide_the_grape-2017-03-17-094514.mp4,move the grape,slide the grape,put the grape on the disc
https://s3.amazonaws.com/voxsim-videos/video/slide_the_grape/slide_the_grape-2017-03-17-094520.mp4,stack the grape and the paper sheet,slide the grape,move the grape
https://s3.amazonaws.com/voxsim-videos/video/slide_the_apple/slide_the_apple-2017-03-17-094526.mp4,move the apple,grasp the apple,slide the apple
https://s3.amazonaws.com/voxsim-videos/video/slide_the_apple/slide_the_apple-2017-03-17-094533.mp4,stack the apple and the ball,move the apple,slide the apple
https://s3.amazonaws.com/voxsim-videos/video/slide_the_apple/slide_the_apple-2017-03-17-094539.mp4,spin the apple,slide the apple,move the apple
https://s3.amazonaws.com/voxsim-videos/video/slide_the_banana/slide_the_banana-2017-03-17-094546.mp4,move the banana,slide the banana,put the banana on the pencil
https://s3.amazonaws.com/voxsim-videos/video/slide_the_banana/slide_the_banana-2017-03-17-094552.mp4,stack the banana and the paper sheet,slide the banana,move the banana
https://s3.amazonaws.com/voxsim-videos/video/slide_the_banana/slide_the_banana-2017-03-17-094558.mp4,move the banana,stack the banana and the grape,slide the banana
https://s3.amazonaws.com/voxsim-videos/video/slide_the_bowl/slide_the_bowl-2017-03-17-094604.mp4,move the bowl,put the bowl touching the blackboard,slide the bowl
https://s3.amazonaws.com/voxsim-videos/video/slide_the_bowl/slide_the_bowl-2017-03-17-094611.mp4,move the bowl,slide the bowl,lean the bowl against the block
https://s3.amazonaws.com/voxsim-videos/video/slide_the_bowl/slide_the_bowl-2017-03-17-094617.mp4,slide the bowl,stack the bowl and the pencil,move the bowl
https://s3.amazonaws.com/voxsim-videos/video/slide_the_knife/slide_the_knife-2017-03-17-094627.mp4,lean the knife on the spoon,move the knife,slide the knife
https://s3.amazonaws.com/voxsim-videos/video/slide_the_knife/slide_the_knife-2017-03-17-094634.mp4,move the knife,slide the knife,put the knife touching the plate
https://s3.amazonaws.com/voxsim-videos/video/slide_the_knife/slide_the_knife-2017-03-17-094640.mp4,move the knife,slide the knife,put the knife in the grape
https://s3.amazonaws.com/voxsim-videos/video/slide_the_pencil/slide_the_pencil-2017-03-17-094647.mp4,move the pencil,stack the pencil and the bowl,slide the pencil
